content,label,source
Old Iran Earthquake Video Falsely Shared As Recent Nuclear Testing Tremors BOOM found that the viral video is from a 2021 earthquake in southern Iran.,0,boomlive
"Unrelated Videos Shared As Iran’s Strike On Qatar’s Ras Laffan LNG Hub The visuals depict Iran’s attacks on Oman and Saudi Arabia, not the missile attack on Qatar’s Ras Laffan LNG hub.",0,boomlive
'CCTV Footage' Claiming To Show Netanyahu Dying In A Bunker Is AI-Generated BOOM found that the viral video is AI-generated and no such footage was aired by Al Jazeera.,0,boomlive
"Unrelated Video Shared As Panic In Israel Over Iranian Missiles BOOM found that the video is from Daytona Beach in Florida, US, and captures panic among beachgoers in March this year.",0,boomlive
"AI, Old Videos Falsely Linked to Iranian Strikes On Tel Aviv BOOM found that two videos are synthetic and likely AI-generated, while another predates the conflict and is from Hong Kong.",0,boomlive
"Old UAE Fire Video Falsely Linked to Dubai Airport Drone Attack BOOM found that the viral video is from August 2020, when a fire broke out at Ajman Market in the UAE.",0,boomlive
"Deepfakes Of Tharoor, Ex Army Chief Target India's Defence And Diplomacy Strategies Results from multiple AI detector models confirm that both videos of Shashi Tharoor and ex-COAS Gen Manoj Pande show signs of AI manipulation.",0,boomlive
Video Of PM Modi Announcing Free LPG Cylinders Is A Deepfake BOOM found that the voiceover in the video is artificially generated using AI.,0,boomlive
AI Video Viral As An Iranian Attack On Indian Oil Tanker BOOM analysed the video using AI detection tools like DeepFake-O-Meter and Hive Moderation which flagged the video as AI-generated.,0,boomlive
"Unrelated Videos Falsely Linked To Iranian Strikes On Tel Aviv BOOM found that two viral videos are old and unrelated, while another is AI-generated.",0,boomlive
"US–Iran Crisis: Deepfakes Of Indian Leaders Supporting Israel Surface Amid the US-Israel conflict with Iran, several deepfakes targeting Indian leaders have surfaced, appearing to show the Indian government taking Israel’s side against Iran.",0,boomlive
2020 US Navy Ship Fire Shared As Iranian Attack On USS Lincoln BOOM found that the video is from a fire incident aboard the USS Bonhomme Richard in July 2020.,0,boomlive
Photo Of Iranian Missile With Epstein Message Is Fake The image pre-dates the ongoing United States-Israel war on Iran and is likely AI-generated.,0,boomlive
"Video Of MEA Spokesperson Backing Israel, Threatening Iran Is A Deepfake Tests with multiple AI detector tools confirmed that the viral video contains AI-generated visuals.",0,boomlive
Pro-Iran Handles Share Unrelated Video As Blast At India-Israel Drone Site A senior Delhi Police official clarified to BOOM that the fire broke out at a slum and not at a drone facility as claimed.,0,boomlive
AI-Generated Video Peddled As Indian Spying For Mossad Caught In Iran Tests using several AI detection tools confirmed that the footage is not real and contains AI-generated visuals.,0,boomlive
Video Showing US Soldiers Captured By Iran Is AI-Generated An analysis using AI detection tool confirmed that the video was synthetically created.,0,boomlive
Claim Of Bahrain Arresting Indian Engineer For Mossad Espionage Is False The Bahrain and Indian government have called the claim fake and clarified that no Indian citizen named Nitin Mohan was arrested,0,boomlive
Video Of EAM Jaishankar Calling Israel ‘Most Oppressed Country’ Is Deepfake BOOM found that the original speech by the External Affairs Minister contains no such statement as claimed in the viral video.,0,boomlive
"Russia-Ukraine Drone Attack Video Falsely Shared As Iranian Strike In Bahrain BOOM found that the viral video shows a Russian drone attack on Kyiv, Ukraine, in January 2026",0,boomlive
"Unrelated Video From New Jersey Shared As Netanyahu's House Set On Fire BOOM found that the video is from a house fire that took place in Galloway Township in New Jersey, United States from February 2026.",0,boomlive
"AI Video Peddled As Iran Launching Attack Near Israel's Coast BOOM tested the video using several AI detection tools, which confirmed that the video is not real but AI-generated.",0,boomlive
Video Of COAS Admitting That India Leaked IRIS Dena's Location Is A Deepfake BOOM found the video is digitally altered with an AI-generated voice-over.,0,boomlive
"Old Lebanon Video Misreported As Dubai Livestream During Iran Strike BOOM found the video is from August 2020, posted by an overseas Filipino worker Edlyn Candido Lacse, who was live streaming in Lebanon.",0,boomlive
Old Video Shared As Iran’s Missile Attack On Bridge In Bahrain BOOM found that the video is from 2022 and has no relation to the current conflict in the Middle East.xxx,0,boomlive
"Video Of Suicide On Camera Shared As ‘General Who Betrayed’ Khamenei BOOM found that the video dates back to October 2024 and, according to Kurdish outlets, shows a man dying by suicide on Instagram live.",0,boomlive
"AI Videos Shared As Iran Missile Attacks On Dubai’s Burj Khalifa, Bahrain AI detector tools confirmed that the visuals are fabricated.",0,boomlive
"AI-Generated Images Falsely Linked To US-Israel-Iran Conflict BOOM found that the images are synthetic, and analysis using AI detection tools indicated that they were artificially generated.",0,boomlive
"Old Video Of Fire Incident Falsely Shared As Iran’s Attack In UAE BOOM found that the video shows a fire incident from 2015, when a residential building in UAE's Sharjah caught fire.",0,boomlive
"Video Of Iranian Missiles Bombarding Tel Aviv Is AI-Generated BOOM found several AI-related discrepancies in the video, including deformed car shapes, a blurred background, and distorted solar panels.",0,boomlive
"Ukraine Video Peddled As Iranian Strike On Israel's 'Nuclear Plant' BOOM found that the viral video is from March 2017, when a fire broke out at an arms depot in the eastern Ukrainian town of Balakliya.",0,boomlive
"AI Video Shared As US Soldier Crying After Iran Missile Attack BOOM tested the video with various AI detection tools, which confirmed that the visuals are not real.",0,boomlive
US-Iran War: Old Video From US Viral As Evacuation At Israeli Airport BOOM found that the video shows passengers evacuating an American Airlines flight at an US airport in July 2025.,0,boomlive
US-Israel Attack Iran: Old Yemen Port Strike Video Viral With False Claim BOOM found that the video shows an attack on Hodeidah port in Yemen by Israeli military in July 2024.,0,boomlive
US-Iran Conflict: 2022 Video Falsely Viral As Iranian Strikes In Dubai BOOM found that the viral video is from December 2022 and shows skydivers performing a stunt with flare-like objects attached to them.,0,boomlive
Old Visuals Viral As Afghanistan's Retaliatory Attacks On Pakistan BOOM found that the viral video dates back to 2021.,0,boomlive
"No, Opposition Leaders In Israel Did Not Boycott Modi In Their Parliament BOOM found the original video where it shows Israeli opposition boycotted Knesset Speaker Ohana and PM Netanyahu, not Modi.",0,boomlive
"Videos Of PM Modi, Netanyahu Announcing Aid For Afghanistan Are Deepfakes BOOM tested the videos using AI detector tools, which flagged digital manipulation in the viral footage.",0,boomlive
"Modi’s ‘India Motherland, Israel Fatherland’ Remark Shared Without Context BOOM found that Narendra Modi’s “fatherland” remark at the Knesset referred specifically to the Indian-origin Jewish community in Israel",0,boomlive
Viral Notice On Nikah For Couples At Jamia During Ramadan Is Fake The Jamia administration called the ‘nikah’ notice fake and clarified that the university has not issued any such notification.,0,boomlive
Did Trump Say ‘Pak PM Would Have Died If India-Pak War Escalated?' During the State of the Union address Donald Trump claimed that Pakistan PM Sharif said that 35 million people would have died if the India-Pakistan war escalated into a nuclear confrontation,0,boomlive
"Video Does Not Show Gambhir Warning Trolls During T20 World Cup BOOM found that the video dates back to December 2025, when Gambhir took a dig at critics of the team’s performance.",0,boomlive
"Unrelated Video Falsely Linked To 2018 BSF Commandant’s Arrest BOOM found the visuals are from January, 2018, when Kanpur police seized ₹96 crore in demonetised currency from a local builder.",0,boomlive
Video Of French President Macron Targeting IAF’s Inefficiency Is Deepfake BOOM found that Macron’s original speech was altered using AI. The French President did not make the claimed remarks.,0,boomlive
"Viral Video of Thar Crashing Into Highway Signboard Is AI-Generated BOOM found that the video was originally posted on Instagram by the handle @viiztrrix, an AI visuals content creator.",0,boomlive
Video Of PM Modi Accepting IAF Rafale Defeat To Pakistan Is A Deepfake BOOM found the original video which shows that PM Modi did not make any such remarks during his speech in Maharashtra.,0,boomlive
AI Video Shared As Chinese Robots Being Trained For War BOOM was able to confirm that the video was produced using AI and does not contain real visuals.,0,boomlive
"Photo of Pak Captain Salman Agha Snubbing Suryakumar Yadav's Handshake Is AI BOOM analysed the viral image using AI-detection tool and found it to be AI-generated, with a visible Gemini watermark.",0,boomlive
"Photos Of Modi, Sonia, Rahul With Jeffrey Epstein Are AI-Generated BOOM found viral photos of Modi, Rahul and Sonia with Epstein are AI images; the same were confirmed by AI detection tools.",0,boomlive
Scripted Video Peddled As Elderly Muslim Forcing Minor Into Marriage BOOM found that the video was scripted and produced by a Bangladeshi creator for 'entertainment' purposes.,0,boomlive
India-Pak Match: Video Of Shashi Tharoor Praising Pak’s Diplomacy Is A Deepfake BOOM found that the viral video has been doctored with an AI-generated voice-over.,0,boomlive
Yogi Adityanath At ‘Dhurandhar 2’ Special Screening? Old Video Viral With False Claim The viral claim that Uttar Pradesh Chief Minister Yogi Adityanath attended a special screening of Dhurandhar 2 is false.,0,newschecker
"Weekly Wrap: Misinformation Around Dhurandhar 2, Delhi Holi Murder Case & More From fabricated and old visuals being falsely linked to Ranveer Singh’s recently released film Dhurandhar 2, to an unrelated video shared as the aftermath of the Uttam Nagar Holi murder case, here are our top fact-checks from this week: AI-Generated Photo Falsely Shows Dhurandhar 2 Cast At Ayodhya Ram Temple A photo circulating on social [&#8230;]",0,newschecker
Video Claiming To Show Muslim Man Faking Disability While Begging Is Scripted The viral video claiming to show a Muslim man faking disability to beg in a Hindu-majority village does not depict a real incident.,0,newschecker
Pakistan Police Searching For ‘Indian Spies’ After ‘Dhurandhar 2’ Release? Here’s Truth Behind Viral Clip The viral claim that Pakistani authorities began searching for Indian spies after the release of Dhurandhar 2 is false.,0,newschecker
AI-Generated Photo Falsely Shows Dhurandhar 2 Cast At Ayodhya Ram Temple The viral photo claiming that the cast of Dhurandhar 2 visited the Ram Temple in Ayodhya is not genuine.,0,newschecker
"Old Video Shared To Claim Gunfire Near Saudi Royal Palace Amid West Asia Tensions A video circulating online claims that sounds of gunfire were heard inside the Saudi royal palace in Riyadh, the residence of Crown Prince Mohammed bin Salman...",0,newschecker
"Viral Video Does Not Show Massive Crowd Waiting To Watch Dhurandhar 2 The viral footage claiming to show a huge crowd outside a theatre, waiting to watch Dhurandhar 2 is actually old and unrelated.",0,newschecker
"Delhi Holi Murder Case: Hindus Crowd Uttam Nagar Streets On Eid? Viral Video Is Unrelated The claim that the video shows Hindus flooding the streets of Uttam Nagar, Delhi, on Eid following the killing of Tarun Kumar on Holi is false.",0,newschecker
"Weekly Wrap: Misinformation On PM Modi, Benjamin Netanyahu & More From a manipulated video falsely claiming Union Home Minister Amit Shah said the BJP would end “Khalsa Raj” in Punjab if voted to power, to viral posts...",0,newschecker
Viral Video Claiming To Show Ex-Army Chief Calling Indian Army An ‘Ethnic Force’ Is Manipulated The viral video claiming that former Army Chief General Manoj Pande warned that the Indian Army is becoming an “ethnic force” is digitally manipulated.,0,newschecker
"Assembly Elections LIVE: Stalin, Vijay file nominations in Chennai In a first in Kerala, the ballot units for the polling will have colour photographs of the candidates",1,thehindu
"Parliament Budget Session LIVE: A total of 12 amendments are being proposed in Insolvency and Bankruptcy Code (IBC), says FM Nirmala Sitharaman India's ATF supplies available for 60 days, Aviation Minister K. Rammohan Naidu says; Rajya Sabha adjourned till 2 p.m.",1,thehindu
"Kerala polls: UDF’s Dharmadam candidate alleges attack attempt during campaigning In Taliparamba constituency in Kannur, a campaign vehicle fitted with LED displays belonging to UDF-backed Independent candidate T.K. Govindan was allegedly attacked at Malappattam",1,thehindu
"Will electors from Kerala and Puducherry residing in Tamil Nadu get a holiday to cast their vote? T.N. govt. issues advisory Employers have been requested to grant a paid holiday on April 9, 2026, to employees residing in Tamil Nadu who are registered voters in Kerala or Puducherry, so they can participate in their respective elections",1,thehindu
Army unveils Base Hospital in Tezpur The completion of the third and final phase has increased the 155 Base Hospital’s capacity to 500,1,thehindu
"Not all welfare spendings are ‘freebies’, some are investments: Palanivel Thiaga Rajan “I welcome new entrants [in politics] and new ideas. If the entrant is a hugely popular actor, that is even better ... Because the people who are least engaged in politics are the youth ... anything that increases youth engagement in politics, in my view, I consider it a good thing,” says Mr. Rajan, on actor Vijay’s electoral debut",1,thehindu
Suspected LeT operative arrested in Delhi's Ghazipur: police Authorities uncover ties to Pakistan’s ISI and prior terror activities as the suspect faces interrogation following his arrest for promoting anti-national sentiments in the capital,1,thehindu
"Government clears 29 investment proposals worth ₹7,104 cr under Electronics Component Manufacturing Scheme The Ministry of Electronics and IT (Meity) Secretary, S Krishnan, said the fresh investment proposal will create as many as 14,246 new jobs in the segment",1,thehindu
BJP chief Nitin Nabin resigns as Bihar MLA Bihar Chief Minister Nitish Kumar also resigned from the State Legislative Council on March 30,1,thehindu
"Census activities at an advanced stage, first phase to start from April 1: RGI Caste will be enumerated during second phase",1,thehindu
Sloth bear captured near Shivamogga airport in Karnataka by Forest Department The bear was spotted roaming in villages adjacent to the airport at Sogane near Shivamogga,1,thehindu
"Lok Sabha MP submits memorandum to Meghwal, seeks separate bar council for Sikkim Mr. Subba highlighted that at present, the legal fraternity of Sikkim falls under the jurisdiction of the Bar Council of Assam, Nagaland, Mizoram, Arunachal Pradesh, and Sikkim",1,thehindu
"Assembly elections: PM Modi to visit Chennai, Puducherry on April 3 and 4 Mr. Modi will arrive at the Chennai airport on the afternoon of April 3 and will then fly to Puducherry, where he will address a public meeting in the evening",1,thehindu
"Vijay follows footsteps of Tamil Nadu politicians with a penchant for dual contests TVK leader to contest two urban seats in debut election; precedent set by Jayalalithaa, who once contested four seats; PT, DMK, Congress leaders have also attempted dual contests, with less than stellar results",1,thehindu
"ASHAs protest in Telangana for ₹18,000 fixed pay, job security, and recognition in public health system ",1,thehindu
Kerala Assembly elections 2026 | Constituency watch A collection of stories on some of the key constituencies in Kerala that are set to elect their representatives to Kerala Legislative Assembly in 2026,1,thehindu
"NCP legislators voice support for party’s merger with NCP (SP) Immediately after Ajit Pawar’s demise on January 28, senior NCP (SP) leaders had claimed that a merger was in the works before the senior leader died",1,thehindu
"Kerala Assembly polls: Unpredictability is the norm in Vattiyurkavu constituency All three major political fronts fancy their chance in the segment in the 2026 Assembly polls, setting the stage for a high-stakes contest",1,thehindu
"Kerala Assembly Elections 2026: Peravur braces for high-stakes election battle as K.K. Shailaja challenges Sunny Joseph The Left Democratic Front hopes that the former Health Minister’s popularity and ability to attract votes across party lines will help it wrest the seat, which had stood with the United Democratic Front even during the strong left wave in 2021",1,thehindu
"TDP politburo member felicitates party cadres for standing tough amid odds TDP politburo member Srinivasa Reddy said the party would reach out to its cadre, who, he said, were targeted during the erstwhile YSRC government",1,thehindu
"T.N. Assembly election: ECI issues official notification; filing of nominations begins The last date for withdrawal of nominations, if any, is April 9",1,thehindu
"Kerala Assembly polls 2026: Once a Left bastion, Chathannur gears up for a tri-cornered battle The Assembly segment’s electoral template has undergone a steady transformation by shedding its history of binary competition in favour of a fierce three-way rivalry; this evolution is primarily driven by the rise of NDA",1,thehindu
What is the Maharashtra Freedom of Religion Bill? | Explained How does the 60-day notice requirement work? Who can file a complaint under the law? What penalties does the Bill prescribe for violations? When can a marriage be declared null and void? Why have civil rights groups raised concerns? How has the State justified the need for the law?,1,thehindu
"IIT Guwahati team develops energy-efficient bricks The researchers said these bricks have been designed to keep buildings naturally cool, offering a solution for sustainable construction",1,thehindu
PMK releases candidate list; Sowmiya Anbumani to contest from party stronghold Dharmapuri The party’s treasurer M. Thilagabama will face off with actor Vijay and the DMK’s RD Sekar in the Perambur constituency,1,thehindu
Bengali actor Rahul Arunoday Banerjee dies after drowning; film industry mourns loss He is survived by his son and wife Priyanka Sarkar,1,thehindu
"Jorhat-based environmentalist receives second Jadav Payeng Award Anand Agarwala also funded the education of 5,000 students and built public toilets around the central Assam town",1,thehindu
Two found murdered in Nellore district The police suspect an alleged illicit relationship as a reason behind the double murder that took place in Gandavaram fields,1,thehindu
"BRS MLCs suspended from Telangana Legislative Council amid uproar over mining issue They demanded a House Committee probe into the alleged illegal mining case involving Raghava Constructions, and dismissal of Minister Ponguleti Srinivas Reddy",1,thehindu
"Kerala Assembly Elections 2026: Ballot printing only in 3 govt presses this time as ECI introduces colour images Of the 11 presses under the department in the State, the ballots for the upcoming polls can be printed only at two facilities in Thiruvananthapuram and one in Ernakulam",1,thehindu
Nitish Kumar resigns from Bihar Legislative Council The Bihar Chief MInister is likely to take oath as a member of the Rajya Sabha on April 10,1,thehindu
Government releases 33 FAQs for first phase of Census The portal has a list of Frequently Asked Questions (FAQs) to make it easy for the public to answer questions posed during the 16th Census of the country,1,thehindu
"Kannur Mayor alleges ‘backdoor appointments’ by Kerala govt under Central scheme, seeks ECI intervention P. Indira terms the alleged move under a Central assistance scheme a violation of Model Code of Conduct and an encroachment on powers of local self-government institutions",1,thehindu
"Indian national killed in Iranian strikes in Kuwait Kuwait’s Ministry of Electricity, Water and Renewable Energy said a service building at one of its power and water distillation plants was damaged during the attack, according to the state-run KUNA news agency",1,thehindu
"‘A double-engine govt. will de-risk people from  political conflicts that hurt their development’: Rajeev Chandrasekhar If a State government has ‘24x7 animosity towards the Centre, the people will suffer’, says Kerala BJP president Rajeev Chandrasekhar; calling the party’s performance in the 2025 local body elections in the State a ‘big jump forward’, he slams ‘fake narratives’ against the BJP among minorities",1,thehindu
Nitish Kumar: the constant and the variable of Bihar Nitish Kumar has taken oath as Chief Minister nine times — seven times with the support of the BJP and twice with the RJD,1,thehindu
"Despite assurance from Centre, MGNREGS workers denied work From Bihar to Rajasthan, thousands of rural workers say work has been halted; some district officials say they have been directed not to start new works as MGNREGA has been discontinued, though there are no such formal orders",1,thehindu
"Forest Minister seeks report on Karnataka government vets visiting Vantara This comes after Sameeksha Reddy, a 27-year-old trainee veterinarian, was recently killed in a hippopotamus attack in Tyavarekoppa Tiger and Lion Safari in Shivamogga",1,thehindu
"How close contests impacted victory margins in past Assembly elections in Tamil Nadu An analysis of the results of Assembly elections in the State since 1967, shows there have been occasions where candidates lost by fewer than 25 votes",1,thehindu
"Auto drivers protest by climbing cell tower claiming CNG shortage in Hyderabad The protests come amid reports of panic refuelling across the city, which has led to long queues of up to 1 to 2 km at several fuel stations, particularly in residential areas",1,thehindu
"Revisiting Dasgaon, where a 23-year-old drank water from a well and broke a social order Months before the Mahad Satyagraha of 1927, a similar symbolic act by the people of Dasgaon in Maharashtra took place. A group of about 300, led by Ramchandra Babaji More, drew water from a well and a lake and drank it. The satyagrahis were Dalits, implementing a resolution to open public water bodies to them. Now, 100 years later, the people of Dasgaon have forgotten the event",1,thehindu
"Centre allocates PDS kerosene to States, UTs in 60-day emergency measure to ease LPG pressure The move is intended to ensure that households facing LPG constraints continue to have access to essential fuel for basic domestic requirements",1,thehindu
"Kerala Assembly Elections 2026: Poll promises may hit the coffers hard While campaigning, LDF is highlighting welfare measures such as increased pensions and monthly wages implemented by the government. UDF has promised five basic ‘welfare guarantees,’ including raising welfare pensions to ₹3,000 if it comes to power. Experts question the rationale of such promises, given the huge cost involved in implementing and sustaining them",1,thehindu
"Kerala Assembly Elections 2026: Home voting commences on Monday In the categories of voters above 85 years and persons with disabilities, a little over 2.07 lakh voters have opted for the facility",1,thehindu
"Jifri Thangal distances himself from Umar Faizy’s remarks on women candidates “The decision to field candidates in elections should be left to the leadership of political parties,” he said",1,thehindu
"2 Indian, 1 Pakistani ships cross Strait of Hormuz Two other LPG carriers belonging to the state-owned SCI had crossed the strait and have discharged their cargo in India.",1,thehindu
"Karnataka Information Commission orders probe after ‘dead man’ attends hearings, signs documents in Mysuru One person claimed that although his father had passed away, official documents showed him attending hearings at the taluk office on June 13, 2023, and July 11, 2023, and even signing documents",1,thehindu
"Venugopal dismisses bribery allegations against him, calls them BJP-CPI(M) sponsored The Congress leader says the allegations of him accepting a bribe in exchange for a seat in the Haryana Assembly elections are baseless",1,thehindu
"Kerala Assembly Elections 2026: Not a good precedent for Governors to contest elections immediately after office, says Sreedharan Pillai The BJP leader, who served as Governor of Mizoram and Goa, talks about his decision not to contest the Assembly polls from Chengannur, the BJP-led NDA’s chances, and the focused attacks on the BJP by the LDF and the UDF",1,thehindu
"Tamil Nadu Assembly election 2026: Still waiting for your Voter ID? Download it online If your name is on the electoral roll and your mobile number is registered with the Election Commission of India and linked to your EPIC, you can download your e-EPIC online.",1,thehindu
"Maoist campaign saw continuity across regimes, sharper push recently: Former MHA official He said that the years 2006-2009 were the most difficult, and the gradual gains made over the years found a resolute push in the past two-years when Home Minister Amit Shah set a deadline of March 31, 2026, to eradicate Left Wing Extremism from the country",1,thehindu
"Congress block president killed in Punjab’s Ludhiana The two unidentified assailants came on a motorcycle and attacked Tiwari while he was sitting on a chair on Sunday (March 29, 2026) evening",1,thehindu
"Kerala Assembly Elections 2026: Green Button campaign picks up pace in Kerala Suchitwa Mission’s green election campaign, in association with the Election Commission of India, aims at reducing  waste generated during elections",1,thehindu
"Promises delivered and undelivered during 5 years of DMK government The govt. introduced schemes that did not figure in its manifesto, even while delivering key assurances such as Kalaignar Magalir Urimai Thittam and free bus travel; but it has not formulated the Higher Education policy, set up Kalaignar Canteens or created special courts for corruption cases",1,thehindu
"Navy employee kills paramour, stores half in fridge According to preliminary information from police, the horrific crime took place in a rented house in L.V. Nagar while the suspect’s wife was away visiting her parents",1,thehindu
"Tamil Nadu Assembly election: AIADMK takes the lion’s share of advantageous seats Of the remaining 19 Assembly segments, the BJP and the Pattali Makkal Katchi (PMK) have been allotted eight each with one each to the Indhiya Jananayaga Katchi (IJK), Puratchi Bharatham and the Tamizhaga Makkal Munnetra Kazhagam (TMMK).",1,thehindu
"T.N. Assembly election: Virugambakkam, a fast-developing locality that reels under multiple civic issues Hailing from diverse socio-economic backgrounds, the residents of Virugambakkam constituency demand that pattas be issued to people living on government poramboke land in a few areas; they also demand that a public library be built",1,thehindu
The rise of temporary teachers in West Bengal | Data The State has not been able to expand its institutional capacity in line with rising demand,1,thehindu
"BJP is the ‘A team’ of Kerala, says Modi at campaign meet Positioning the BJP-led NDA as a decisive alternative, the Prime Minister said that an NDA government would advance the vision of a “Viksit Kerala”",1,thehindu
